customer_id,age,annual_income,tenure_months,monthly_spend,orders_last_12_months,satisfaction_score,complaints_last_year,support_calls,discount_pct,region,customer_segment,payment_method
CUST10536,39.0,22879.62,26.6,48.48,5,7.5,1.0,2,17.7,Lagos,Professional,Bank Transfer
CUST10537,28.0,72952.84,36.2,127.64,7,6.0,5.0,1,3.0,Port Harcourt,Student,Card
CUST10538,33.0,41031.81,34.2,102.09,8,4.5,0.0,2,10.5,Abuja,Professional,Cash
CUST10539,50.0,28901.08,15.7,121.25,4,7.0,0.0,8,14.6,Lagos,Professional,Cash
CUST10540,31.0,11331.53,1.0,51.53,7,4.7,1.0,5,13.5,Abuja,Business,Bank Transfer
CUST10541,48.0,54173.94,26.2,52.95,12,8.1,3.0,2,8.1,Abuja,Professional,Cash
CUST10542,24.0,145776.05,8.8,81.98,8,6.9,1.0,1,8.8,Ibadan,Family,USSD
CUST10543,44.0,137143.22,17.9,99.01,6,9.6,1.0,2,6.9,Ibadan,Business,Cash
CUST10544,55.0,42773.99,94.8,137.49,5,6.4,1.0,5,17.9,Abuja,Professional,Bank Transfer
CUST10545,18.0,39492.73,15.3,103.87,8,7.0,0.0,5,0.9,Ibadan,Family,Cash
CUST10546,28.0,71176.24,54.9,83.33,9,4.4,1.0,2,4.3,Abuja,Business,Cash
CUST10547,45.0,31760.43,6.3,59.84,100,5.0,1.0,4,14.5,Port Harcourt,Professional,Card
CUST10548,36.0,64930.58,33.5,118.43,9,4.0,1.0,1,15.3,Ibadan,Professional,USSD
CUST10549,42.0,83820.48,113.2,69.94,6,8.9,1.0,1,2.5,Abuja,Business,Card
CUST10550,31.0,108001.64,3.2,125.97,11,6.2,1.0,1,15.8,Port Harcourt,Business,Cash
CUST10551,39.0,52052.27,1.0,77.97,9,9.4,0.0,5,13.1,Lagos,Professional,Cash
CUST10552,,49171.42,17.1,126.13,8,2.2,1.0,2,15.1,Lagos,Student,Card
CUST10553,52.0,,2.9,102.21,8,9.8,1.0,4,12.4,Port Harcourt,Professional,USSD
CUST10554,41.0,,41.4,84.89,7,6.9,1.0,4,14.6,Ibadan,Professional,Bank Transfer
CUST10555,42.0,48558.53,73.8,77.92,7,7.6,1.0,5,14.8,Abuja,Professional,Card
CUST10556,33.0,67315.08,17.1,77.84,7,5.1,4.0,4,14.8,Ibadan,Family,Cash
CUST10557,32.0,90904.07,9.0,96.43,7,7.9,0.0,3,13.5,Ibadan,Business,Cash
CUST10558,33.0,35360.12,17.1,88.3,12,6.3,0.0,3,11.5,Lagos,Professional,Bank Transfer
CUST10559,43.0,124999.77,38.6,73.24,11,4.9,1.0,3,11.5,Abuja,Business,Cash
CUST10560,33.0,47380.71,1.0,,7,4.8,0.0,5,13.4,Port Harcourt,Student,Cash
CUST10561,41.0,54357.42,26.7,89.1,4,4.8,1.0,4,17.0,Abuja,Student,Bank Transfer
CUST10562,63.0,36465.51,28.5,34.06,14,7.7,0.0,3,23.8,Lagos,Professional,Cash
CUST10563,48.0,14497.86,30.5,98.89,10,5.9,2.0,2,15.2,Ibadan,Student,Cash
CUST10564,34.0,89439.12,8.3,61.17,11,4.0,2.0,4,14.3,Kano,Professional,USSD
CUST10565,52.0,82483.42,37.6,59.17,5,7.7,1.0,5,19.3,Abuja,Business,Card
CUST10566,33.0,47115.55,2.9,43.05,13,3.1,1.0,1,14.4,Port Harcourt,Professional,USSD
CUST10567,18.0,57064.26,6.7,40.69,8,9.4,0.0,5,5.6,Lagos,Family,USSD
CUST10568,26.0,73046.76,63.0,56.15,5,10.0,0.0,5,7.6,Abuja,Professional,Cash
CUST10569,18.0,23287.88,40.3,70.5,7,4.6,3.0,2,23.0,Ibadan,Student,Card
CUST10570,34.0,41114.23,1.0,133.91,8,8.9,3.0,2,7.7,Ibadan,Family,Card
CUST10571,38.0,85129.94,8.6,72.54,10,7.6,1.0,2,15.4,Abuja,Business,Cash
CUST10572,58.0,27590.57,7.2,90.02,5,6.1,0.0,2,6.1,Port Harcourt,Professional,USSD
CUST10573,42.0,64637.2,9.5,95.77,5,6.2,3.0,4,19.7,Port Harcourt,Family,USSD
CUST10574,35.0,26081.16,8.5,88.96,4,8.2,2.0,3,9.2,Abuja,Business,USSD
CUST10575,48.0,71084.53,1.9,83.22,5,6.9,0.0,1,12.5,Lagos,Family,Card
CUST10576,18.0,53932.34,18.4,56.59,12,2.3,3.0,5,10.6,Abuja,Professional,Cash
CUST10577,41.0,22623.99,39.6,124.44,2,10.0,0.0,2,15.0,Port Harcourt,Family,Card
CUST10578,47.0,104369.74,28.0,132.42,7,,2.0,3,13.0,Lagos,Professional,USSD
CUST10579,20.0,36719.5,33.5,45.62,9,6.9,2.0,0,17.5,Lagos,Family,Card
CUST10580,52.0,35222.83,2.5,59.6,9,5.7,0.0,1,15.9,Lagos,Professional,Card
CUST10581,42.0,61414.52,90.8,85.27,7,6.7,2.0,3,13.7,Abuja,Student,Cash
CUST10582,33.0,103449.52,54.7,65.26,10,9.3,3.0,2,15.9,Port Harcourt,Family,Cash
CUST10583,46.0,251658.43,49.1,101.57,8,7.5,1.0,2,16.2,Lagos,Professional,Card
CUST10584,65.0,56897.82,51.9,70.95,10,7.7,0.0,3,9.6,Lagos,Professional,Bank Transfer
CUST10585,40.0,69629.08,81.0,145.6,10,4.8,1.0,2,9.2,Ibadan,Business,Cash
CUST10586,41.0,80522.87,23.6,116.65,3,6.4,3.0,3,21.3,Lagos,Business,Bank Transfer
CUST10587,32.0,60604.92,6.7,90.85,4,7.1,3.0,5,16.2,Abuja,Professional,Cash
CUST10588,28.0,44946.27,28.8,112.98,7,8.3,5.0,3,14.4,Ibadan,Professional,USSD
CUST10589,48.0,34888.55,40.7,115.91,7,6.3,,5,7.2,Port Harcourt,Professional,Bank Transfer
CUST10590,28.0,57668.57,40.2,74.12,8,8.7,1.0,4,1.3,Kano,Professional,USSD
CUST10591,39.0,30497.87,22.1,66.36,4,4.9,2.0,4,10.2,Abuja,Business,USSD
CUST10592,32.0,,2.1,87.12,9,7.1,,4,9.3,Lagos,Family,Card
CUST10593,44.0,69926.25,13.9,107.65,13,6.8,2.0,2,10.1,Port Harcourt,Professional,USSD
CUST10594,42.0,90422.88,76.1,94.56,8,4.3,2.0,2,17.1,Port Harcourt,Family,USSD
CUST10595,50.0,14995.05,26.3,47.68,9,6.9,1.0,5,21.2,Lagos,Family,USSD
CUST10596,32.0,31562.87,23.2,66.78,10,6.0,1.0,5,18.7,Abuja,Family,USSD
CUST10597,35.0,77313.46,9.4,83.9,5,9.5,1.0,1,8.4,Ibadan,Family,Card
CUST10598,26.0,170537.58,13.8,84.21,6,6.3,3.0,3,15.2,Lagos,Student,Card
CUST10599,33.0,55632.62,67.7,139.73,5,7.6,0.0,8,9.1,Abuja,Student,USSD
CUST10600,43.0,,32.9,52.99,10,4.8,0.0,3,1.0,Abuja,Professional,Bank Transfer
CUST10601,47.0,,46.4,101.36,7,7.4,3.0,6,11.5,Kano,Professional,Cash
CUST10602,27.0,117157.04,18.2,123.68,9,6.3,3.0,1,19.6,Ibadan,Student,Bank Transfer
CUST10603,48.0,38553.73,29.8,144.17,11,5.6,3.0,3,10.0,Kano,Business,USSD
CUST10604,54.0,,8.6,75.58,7,10.0,1.0,2,17.0,Abuja,Professional,Card
CUST10605,43.0,42174.86,36.7,100.22,8,6.4,,1,8.0,Lagos,Business,USSD
CUST10606,61.0,32557.33,16.7,100.58,9,6.6,0.0,2,16.1,Abuja,Student,USSD
CUST10607,29.0,58838.82,17.5,91.29,9,8.6,1.0,3,10.5,Port Harcourt,Student,Card
CUST10608,23.0,,31.4,85.04,5,5.6,0.0,4,21.1,Kano,Professional,Bank Transfer
CUST10609,18.0,65695.26,82.6,102.51,10,7.7,1.0,2,10.1,Ibadan,Professional,Cash
CUST10610,56.0,47872.38,2.0,21.85,8,7.9,3.0,2,8.7,Abuja,Business,USSD
CUST10611,46.0,46844.66,52.2,106.23,11,7.4,3.0,3,20.8,Port Harcourt,Student,Card
CUST10612,37.0,23279.62,10.4,88.98,8,10.0,2.0,5,8.5,Port Harcourt,Professional,Cash
CUST10613,41.0,89393.11,17.6,80.85,5,5.6,0.0,3,13.3,Lagos,Business,Cash
CUST10614,24.0,52695.11,1.0,136.25,9,9.8,2.0,3,8.6,Abuja,Professional,Cash
CUST10615,67.0,49802.7,10.7,68.99,9,7.8,1.0,2,17.5,Port Harcourt,Student,Card
CUST10616,40.0,318474.48,21.0,76.6,9,8.6,1.0,1,19.8,Ibadan,Professional,USSD
CUST10617,39.0,64822.14,1.7,134.93,5,7.6,2.0,3,8.0,Abuja,Professional,Card
CUST10618,47.0,36373.78,20.3,,10,10.0,2.0,4,15.3,Ibadan,Professional,USSD
CUST10619,44.0,43503.29,78.6,77.53,10,6.4,3.0,2,15.8,Port Harcourt,Professional,Bank Transfer
CUST10620,41.0,103438.61,3.3,81.59,9,7.9,,1,12.8,Lagos,Business,Cash
CUST10621,29.0,58535.41,43.4,109.49,8,9.3,1.0,5,21.2,Lagos,Business,USSD
CUST10622,44.0,24935.2,15.8,91.46,8,6.0,0.0,2,21.1,Lagos,Student,Bank Transfer
CUST10623,61.0,91186.7,31.9,55.24,10,8.8,3.0,2,6.9,Abuja,Student,Card
CUST10624,54.0,38086.27,9.0,72.42,10,7.0,1.0,5,19.3,Lagos,Professional,Cash
CUST10625,57.0,154106.97,5.2,70.23,3,4.8,0.0,1,15.0,Abuja,Family,USSD
CUST10626,32.0,99619.67,5.2,83.49,14,4.4,0.0,3,13.5,Ibadan,Professional,Cash
CUST10627,26.0,,2.2,95.82,11,6.8,1.0,6,10.6,Port Harcourt,Business,Cash
CUST10628,36.0,111262.49,6.2,95.95,8,8.8,2.0,4,3.1,Kano,Family,Cash
CUST10629,,57091.41,32.7,43.22,8,3.3,0.0,6,13.7,Lagos,Student,Card
CUST10630,51.0,87913.97,64.0,116.72,8,7.4,3.0,0,13.8,Abuja,Family,Cash
CUST10631,18.0,71803.72,50.5,95.35,9,8.6,1.0,3,24.0,Lagos,Student,USSD
CUST10632,56.0,34530.29,34.7,122.39,12,4.7,3.0,5,8.0,Ibadan,Professional,Card
CUST10633,36.0,38604.96,3.5,96.39,13,5.9,1.0,3,2.4,Lagos,Student,Bank Transfer
CUST10634,33.0,96912.8,10.2,113.35,11,8.0,0.0,4,4.9,Abuja,Student,USSD
CUST10635,26.0,45750.68,11.1,97.55,7,8.5,3.0,1,21.5,Port Harcourt,Family,Card
CUST10636,18.0,,8.6,119.35,7,9.9,2.0,7,9.3,Abuja,Family,USSD
CUST10637,48.0,32525.22,21.7,99.79,5,5.9,1.0,2,20.2,Ibadan,Student,USSD
CUST10638,39.0,69429.56,23.0,84.39,6,5.5,2.0,4,12.0,Lagos,Business,Bank Transfer
CUST10639,23.0,171009.98,13.2,142.87,3,,2.0,4,6.2,Abuja,Professional,Card
CUST10640,22.0,30575.23,13.1,108.27,9,5.6,3.0,1,24.0,Kano,Student,Cash
CUST10641,34.0,55737.54,52.9,103.58,13,7.9,1.0,3,19.9,Port Harcourt,Student,USSD
CUST10642,58.0,119588.24,46.7,56.83,7,10.0,1.0,3,10.9,Abuja,Family,USSD
CUST10643,35.0,52642.85,11.0,53.68,7,8.4,0.0,6,18.0,Lagos,Business,USSD
CUST10644,20.0,564296.16,73.5,98.2,11,8.4,2.0,4,12.7,Kano,Family,USSD
CUST10645,35.0,30661.77,91.6,95.97,6,9.3,4.0,3,14.6,Ibadan,Business,USSD
CUST10646,35.0,69609.57,11.9,70.6,9,7.9,1.0,3,22.6,Port Harcourt,Professional,Card
CUST10647,18.0,49620.49,13.1,,13,8.4,3.0,3,2.9,Ibadan,Professional,USSD
CUST10648,37.0,94583.66,21.1,126.41,11,6.4,1.0,3,9.8,Abuja,Professional,USSD
CUST10649,35.0,105677.87,85.0,109.18,11,9.1,1.0,4,12.2,Lagos,Family,USSD
CUST10650,46.0,228513.02,62.7,61.49,8,7.7,2.0,3,14.0,Lagos,Professional,Cash
CUST10651,60.0,75651.06,3.2,,12,4.3,2.0,1,4.5,Port Harcourt,Business,Cash
CUST10652,52.0,65793.51,15.0,66.07,12,7.4,0.0,4,17.5,Abuja,Student,Card
CUST10653,35.0,61205.96,24.2,77.24,15,3.1,3.0,5,5.1,Kano,Professional,USSD
CUST10654,25.0,45290.25,21.0,76.34,4,8.3,1.0,5,4.5,Port Harcourt,Professional,USSD
CUST10655,69.0,,6.5,73.58,6,6.6,3.0,3,10.5,Ibadan,Family,Bank Transfer
CUST10656,39.0,46752.25,58.7,58.32,5,10.0,3.0,3,23.4,Abuja,Professional,Cash
CUST10657,38.0,60339.49,33.9,84.52,8,7.9,2.0,5,27.2,Abuja,Professional,Bank Transfer
CUST10658,38.0,113523.72,54.6,75.35,10,8.7,2.0,3,14.9,Lagos,Professional,USSD
CUST10659,40.0,31618.26,58.7,20.0,7,5.1,1.0,2,10.6,Abuja,Family,USSD
CUST10660,36.0,102952.36,41.4,139.64,7,8.2,2.0,3,12.9,Ibadan,Family,Bank Transfer
CUST10661,31.0,113493.6,17.4,113.61,3,5.8,2.0,1,14.0,Lagos,Family,Card
CUST10662,31.0,51541.92,28.3,77.86,10,9.0,2.0,4,20.8,Ibadan,Professional,Card
CUST10663,38.0,17121.12,5.2,85.89,9,5.0,,5,4.7,Ibadan,Business,Bank Transfer
CUST10664,,39371.06,33.6,58.4,8,7.2,1.0,3,19.2,Port Harcourt,Business,USSD
CUST10665,29.0,112244.57,5.9,,9,4.9,2.0,3,3.4,Abuja,Professional,Bank Transfer
CUST10666,39.0,54312.57,35.5,135.27,7,7.2,1.0,1,9.1,Lagos,Professional,Cash
CUST10667,35.0,31744.42,7.8,89.54,7,10.0,4.0,2,12.0,Lagos,Professional,Card
CUST10668,56.0,41666.9,3.8,110.89,10,8.3,2.0,2,14.5,Lagos,Professional,Bank Transfer
CUST10669,18.0,87328.27,5.4,89.82,6,6.9,3.0,6,12.0,Abuja,Business,Card
CUST10670,51.0,74294.48,1.0,51.66,6,2.6,1.0,5,13.1,Lagos,Family,Cash
CUST10671,53.0,48227.07,38.1,77.75,8,6.0,0.0,4,12.2,Kano,Business,USSD
CUST10672,18.0,44951.3,39.5,91.46,11,7.9,2.0,6,2.9,Abuja,Professional,USSD
CUST10673,34.0,44339.07,21.7,75.37,8,6.1,1.0,4,15.5,Lagos,Family,USSD
CUST10674,34.0,33115.7,5.3,,11,9.6,3.0,1,16.9,Port Harcourt,Professional,Card
CUST10675,21.0,133725.58,2.6,82.92,8,7.1,3.0,6,20.1,Ibadan,Student,Cash
CUST10676,29.0,46065.16,1.0,83.06,10,8.9,0.0,2,23.1,Port Harcourt,Family,Bank Transfer
CUST10677,25.0,107422.58,5.4,86.74,6,7.4,0.0,2,14.5,Abuja,Student,USSD
CUST10678,59.0,126983.48,66.5,63.8,8,6.5,0.0,3,20.5,Kano,Family,Card
CUST10679,49.0,,8.3,67.74,7,6.2,5.0,5,12.1,Kano,Family,USSD
CUST10680,53.0,43377.55,13.1,53.94,7,5.2,4.0,3,3.3,Ibadan,Business,Cash
CUST10681,47.0,68674.97,3.3,109.71,3,9.0,3.0,3,17.8,Lagos,Student,Bank Transfer
CUST10682,24.0,54272.93,7.5,32.96,11,6.2,1.0,1,16.4,Ibadan,Family,USSD
CUST10683,32.0,33458.21,22.0,115.6,7,7.9,1.0,2,12.0,Lagos,Business,Cash
CUST10684,44.0,65741.53,28.1,121.9,6,,2.0,3,11.6,Ibadan,Business,Card
CUST10685,23.0,28756.43,8.4,78.12,11,5.1,1.0,1,14.9,Lagos,Family,Cash
CUST10686,47.0,105694.92,1.8,20.06,2,8.0,0.0,1,10.0,Ibadan,Family,Card
CUST10687,35.0,42597.42,14.9,77.16,7,,1.0,4,14.7,Ibadan,Professional,USSD
CUST10688,34.0,61434.46,8.0,84.04,9,6.3,1.0,2,6.5,Lagos,Family,USSD
CUST10689,47.0,64273.12,7.4,60.33,8,4.8,0.0,4,7.1,Ibadan,Family,Cash
CUST10690,43.0,47700.19,96.5,79.84,12,6.1,2.0,4,4.1,Lagos,Family,Card
CUST10691,34.0,75945.41,28.7,125.55,6,7.0,3.0,1,25.5,Lagos,Family,Cash
CUST10692,52.0,42357.1,24.4,103.58,13,6.5,2.0,3,12.4,Abuja,Professional,Cash
CUST10693,25.0,88814.21,16.1,63.18,11,8.5,6.0,3,19.2,Ibadan,Student,USSD
CUST10694,45.0,26233.69,16.8,46.4,12,,2.0,1,5.4,Abuja,Family,USSD
CUST10695,45.0,58958.98,23.4,78.69,4,10.0,2.0,3,10.9,Port Harcourt,Professional,USSD
CUST10696,34.0,159771.41,35.8,82.52,14,7.8,5.0,2,15.3,Port Harcourt,Professional,Cash
CUST10697,42.0,31726.46,36.3,100.31,4,3.9,2.0,5,20.8,Ibadan,Student,Cash
CUST10698,23.0,37885.69,5.7,72.07,12,6.6,1.0,5,8.4,Kano,Professional,Bank Transfer
CUST10699,49.0,72965.19,20.8,99.45,5,6.8,1.0,6,9.6,Lagos,Business,Bank Transfer
CUST10700,36.0,60709.68,15.9,134.65,6,5.9,2.0,3,7.2,Lagos,Family,Cash
CUST10701,32.0,66698.32,61.3,110.29,12,7.1,0.0,2,11.3,Lagos,Student,Bank Transfer
CUST10702,51.0,71979.84,29.9,86.19,9,5.8,3.0,1,5.9,Port Harcourt,Professional,Cash
CUST10703,30.0,77978.25,22.8,82.25,10,7.6,3.0,2,3.4,Lagos,Professional,USSD
CUST10704,21.0,101257.63,3.7,76.38,9,3.6,1.0,1,13.6,Lagos,Professional,Card
CUST10705,19.0,68905.32,27.9,116.75,8,9.1,1.0,3,16.0,Ibadan,Professional,USSD
CUST10706,45.0,48165.43,3.7,69.62,11,4.2,3.0,4,5.2,Abuja,Business,Cash
CUST10707,23.0,79618.68,12.3,87.12,7,6.5,3.0,4,8.0,Port Harcourt,Student,USSD
CUST10708,59.0,156376.76,4.6,86.65,10,5.7,1.0,1,11.4,Abuja,Family,Cash
CUST10709,18.0,51130.68,35.3,75.28,7,7.6,1.0,1,22.2,Lagos,Business,Cash
CUST10710,58.0,,6.9,51.24,16,6.7,3.0,5,0.0,Abuja,Business,Bank Transfer
CUST10711,41.0,,14.9,94.27,7,7.5,3.0,3,14.7,Abuja,Student,Cash
CUST10712,37.0,51476.4,67.8,88.9,12,9.0,0.0,0,16.1,Ibadan,Family,Card
CUST10713,31.0,16649.25,6.9,98.05,5,8.4,1.0,8,7.7,Abuja,Student,Bank Transfer
CUST10714,43.0,87655.57,21.3,73.36,7,7.1,3.0,2,9.9,Abuja,Professional,Card
CUST10715,38.0,40972.56,16.3,116.82,11,7.8,1.0,5,14.0,Kano,Student,Cash
CUST10716,51.0,52328.43,1.0,63.16,8,10.0,,3,11.8,Kano,Business,USSD
CUST10717,39.0,66017.67,47.2,131.58,11,8.4,0.0,2,22.2,Kano,Student,Cash
CUST10718,40.0,,2.1,41.48,6,6.5,1.0,7,12.6,Ibadan,Professional,Cash
CUST10719,34.0,81250.07,19.3,97.41,9,9.3,3.0,0,17.2,Kano,Professional,USSD
CUST10720,37.0,43285.41,24.7,98.86,7,7.7,0.0,3,14.7,Abuja,Business,USSD
CUST10721,,,29.7,67.49,5,5.3,3.0,4,16.2,Ibadan,Family,Card
CUST10722,18.0,47683.36,35.0,98.41,8,6.7,0.0,4,7.3,Abuja,Professional,Bank Transfer
CUST10723,22.0,82572.69,8.8,117.69,4,4.3,1.0,4,13.2,Lagos,Professional,Bank Transfer
CUST10724,47.0,77152.6,1.0,29.66,4,2.9,2.0,8,11.6,Lagos,Student,Bank Transfer
CUST10725,40.0,32879.25,38.6,100.65,4,5.3,,4,7.7,Lagos,Family,Card
CUST10726,36.0,99945.33,23.0,24.51,12,7.2,0.0,2,17.6,Lagos,Family,Card
CUST10727,38.0,40958.25,54.3,65.2,6,7.2,0.0,1,0.0,Lagos,Family,USSD
CUST10728,42.0,85778.21,51.7,129.86,9,4.5,1.0,2,20.1,Lagos,Student,Bank Transfer
CUST10729,32.0,67312.18,55.6,74.9,8,2.7,2.0,0,0.0,Ibadan,Family,Cash
CUST10730,29.0,151159.29,19.9,57.25,4,9.6,1.0,4,11.1,Ibadan,Family,Card
CUST10731,40.0,48639.06,12.2,81.03,10,7.2,1.0,3,17.6,Port Harcourt,Business,Cash
CUST10732,26.0,45386.24,47.0,140.46,13,9.8,0.0,1,4.9,Ibadan,Family,Bank Transfer
CUST10733,43.0,54415.68,18.0,40.65,7,9.7,0.0,3,14.5,Lagos,Professional,Bank Transfer
CUST10734,18.0,46552.67,6.1,59.2,6,8.3,2.0,6,13.9,Ibadan,Professional,Card
CUST10735,50.0,85396.17,57.9,127.07,11,7.1,2.0,4,14.0,Abuja,Student,Card
CUST10736,44.0,22609.32,64.3,,6,6.3,4.0,1,9.9,Lagos,Family,USSD
CUST10737,41.0,30809.03,18.8,83.92,8,8.3,0.0,1,9.2,Lagos,Family,Cash
CUST10738,50.0,30570.69,2.4,54.21,6,6.7,5.0,3,2.6,Lagos,Professional,USSD
CUST10739,58.0,92758.78,14.7,138.57,13,5.9,3.0,3,11.4,Lagos,Student,USSD
CUST10740,50.0,140916.93,48.8,128.77,7,3.2,2.0,7,17.5,Lagos,Student,Cash
CUST10741,18.0,51929.45,69.6,107.54,5,6.9,3.0,5,9.3,Lagos,Business,Bank Transfer
CUST10742,23.0,50123.06,6.8,65.24,8,9.0,1.0,7,9.6,Lagos,Professional,Cash
CUST10743,31.0,,2.1,83.94,5,9.3,1.0,3,21.5,Lagos,Professional,Bank Transfer
CUST10744,38.0,104205.64,63.0,86.03,12,7.1,2.0,2,11.0,Ibadan,Professional,USSD
CUST10745,44.0,33025.8,14.8,94.46,11,5.4,3.0,4,14.1,Lagos,Professional,Bank Transfer
CUST10746,29.0,62704.68,23.4,123.15,11,8.6,1.0,2,15.2,Lagos,Family,Bank Transfer
CUST10747,40.0,94037.33,103.3,115.25,8,7.0,2.0,6,11.0,Port Harcourt,Business,Bank Transfer
CUST10748,29.0,72452.78,2.1,58.23,5,6.3,2.0,3,16.1,Ibadan,Professional,Cash
CUST10749,31.0,61044.5,31.4,121.92,9,4.4,1.0,1,17.9,Abuja,Family,Bank Transfer
CUST10750,21.0,95383.78,2.3,93.01,12,10.0,3.0,2,17.4,Ibadan,Professional,Cash
CUST10751,27.0,12435.5,14.1,103.31,14,8.3,3.0,6,18.1,Abuja,Business,Card
CUST10752,22.0,79851.18,48.9,125.57,4,8.5,3.0,4,0.0,Lagos,Professional,Card
CUST10753,26.0,38382.11,17.0,58.57,6,5.4,5.0,3,5.0,Abuja,Student,USSD
CUST10754,51.0,20095.28,120.0,93.7,11,7.1,2.0,4,8.9,Port Harcourt,Professional,USSD
CUST10755,27.0,72856.71,24.6,73.68,9,6.9,0.0,3,7.2,Abuja,Student,Cash
CUST10756,70.0,117078.59,11.6,46.73,10,8.4,2.0,4,7.7,Port Harcourt,Student,Bank Transfer
CUST10757,44.0,50995.45,7.5,94.26,5,9.4,1.0,2,17.3,Lagos,Family,Bank Transfer
CUST10758,40.0,92889.83,12.9,148.82,4,4.4,0.0,7,12.6,Kano,Family,Card
CUST10759,28.0,133497.96,14.0,40.12,5,,2.0,3,11.2,Abuja,Professional,Cash
CUST10760,46.0,113356.32,2.1,84.36,8,8.2,2.0,4,10.6,Abuja,Family,Bank Transfer
CUST10761,31.0,135546.35,13.8,102.12,12,6.1,2.0,6,9.6,Port Harcourt,Family,Bank Transfer
CUST10762,,82723.47,18.7,89.57,6,8.5,3.0,4,10.5,Port Harcourt,Family,Cash
CUST10763,69.0,57329.86,38.5,85.25,16,6.3,0.0,2,20.3,Lagos,Family,USSD
CUST10764,37.0,22788.41,32.1,55.09,5,4.8,3.0,6,1.4,Ibadan,Family,Cash
CUST10765,52.0,48038.31,37.0,93.78,7,3.8,0.0,2,19.6,Kano,Professional,Cash
CUST10766,30.0,34589.41,1.0,66.16,10,,1.0,3,25.8,Lagos,Professional,Bank Transfer
CUST10767,38.0,181517.43,7.4,30.84,7,7.9,3.0,2,19.6,Ibadan,Professional,Card
CUST10768,59.0,49928.7,32.5,117.47,10,8.7,0.0,4,6.1,Port Harcourt,Professional,Bank Transfer
CUST10769,30.0,58856.12,19.8,110.55,6,7.6,1.0,6,9.1,Abuja,Family,Bank Transfer
CUST10770,60.0,74488.9,1.0,86.37,8,1.0,0.0,2,18.2,Lagos,Professional,Bank Transfer
CUST10771,46.0,56334.92,49.0,94.64,10,7.9,0.0,2,10.5,Port Harcourt,Student,Cash
CUST10772,31.0,139715.93,44.5,115.41,5,4.4,1.0,6,9.0,Lagos,Professional,Cash
CUST10773,46.0,,23.9,92.52,6,3.6,3.0,2,11.4,Abuja,Professional,Bank Transfer
CUST10774,50.0,61213.47,2.1,107.77,10,3.4,1.0,1,5.3,Abuja,Family,Bank Transfer
CUST10775,45.0,36560.72,43.6,81.05,3,3.3,1.0,6,11.2,Kano,Professional,Card
CUST10776,19.0,26610.9,26.3,119.9,1,7.5,4.0,4,4.8,Lagos,Family,USSD
CUST10777,29.0,39285.68,45.7,96.68,5,5.7,2.0,4,16.3,Ibadan,Professional,Bank Transfer
CUST10778,35.0,53890.97,41.8,93.2,14,4.3,1.0,2,6.9,Abuja,Business,Cash
CUST10779,37.0,43432.89,48.7,57.15,8,7.0,1.0,1,12.3,Abuja,Business,USSD
CUST10780,45.0,37581.11,21.9,93.93,7,5.0,0.0,4,9.3,Kano,Family,USSD
CUST10781,40.0,25377.39,4.5,64.56,7,8.8,3.0,5,14.3,Port Harcourt,Business,Card
CUST10782,,52542.64,33.4,71.71,11,9.6,1.0,5,16.9,Lagos,Professional,USSD
CUST10783,43.0,24040.43,29.1,66.94,8,6.6,4.0,2,13.7,Abuja,Business,Bank Transfer
CUST10784,45.0,83543.21,40.7,61.6,2,9.5,2.0,2,7.8,Lagos,Business,Bank Transfer
CUST10785,45.0,57551.2,5.6,138.57,14,9.5,2.0,3,8.6,Port Harcourt,Business,Cash
CUST10786,51.0,24672.27,6.5,118.8,9,7.2,3.0,7,26.2,Abuja,Family,Bank Transfer
CUST10787,48.0,46398.55,66.3,138.32,5,10.0,1.0,3,17.7,Kano,Family,Bank Transfer
CUST10788,44.0,36366.47,41.6,57.75,11,5.9,3.0,5,10.8,Port Harcourt,Family,Card
CUST10789,37.0,65554.32,71.7,92.51,7,3.5,0.0,4,8.6,Lagos,Professional,USSD
CUST10790,18.0,114959.62,42.7,56.07,6,4.2,,2,3.4,Lagos,Professional,Card
CUST10791,43.0,19608.99,27.3,69.79,9,5.8,3.0,0,18.8,Lagos,Business,USSD
CUST10792,40.0,58591.96,31.9,64.59,9,8.0,0.0,4,7.7,Abuja,Student,Card
CUST10793,41.0,50363.17,66.0,121.27,7,,1.0,0,18.3,Abuja,Family,Cash
CUST10794,23.0,79564.68,25.9,77.17,5,5.8,1.0,1,17.0,Abuja,Professional,Card
CUST10795,25.0,61842.53,30.0,114.11,6,4.8,1.0,1,20.1,Kano,Professional,Card
CUST10796,,36370.21,5.1,100.51,7,5.8,2.0,6,16.6,Lagos,Business,Cash
CUST10797,,46148.0,19.3,144.13,13,9.4,0.0,2,10.7,Ibadan,Business,Bank Transfer
CUST10798,46.0,35499.51,37.8,51.04,7,7.6,1.0,7,12.1,Abuja,Family,Bank Transfer
CUST10799,38.0,99398.51,9.5,117.24,8,6.0,2.0,4,12.1,Lagos,Professional,Cash
CUST10800,38.0,55648.47,6.8,114.2,2,9.2,1.0,6,10.4,Port Harcourt,Professional,Cash
CUST10801,49.0,156489.37,11.3,61.57,8,7.0,5.0,5,2.3,Kano,Professional,Card
CUST10802,32.0,53195.28,8.3,110.84,4,7.2,4.0,1,0.0,Abuja,Professional,Cash
